Customer Id,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,clustering_coefficient,community_id,is_fraud
54,0.0003851894650681,9.398773289648018e-07,0.2973304345593773,0.0069043335738375,0.4967553186165032,1,1
55,0.0005296355144686,5.083746216230517e-06,0.2970217788339703,0.0068421041924892,0.378311124438732,9,0
56,0.0003851894650681,6.005752291931059e-07,0.2974493191793531,0.0076178249402068,0.573943166359003,7,0
57,0.0003370407819346,4.833173094961294e-07,0.2971878983970766,0.0067575524070709,0.5312421239489713,1,0
58,0.0004333381482016,8.112528228042824e-07,0.2977112002831608,0.0077522539191663,0.5350301256706839,5,1
59,0.0003370407819346,7.574920972960598e-07,0.2960760754865725,0.0058626890487619,0.4317703392260056,23,0
60,0.0002407434156675,1.9530145383719785e-07,0.2918251793768877,0.0039310149436977,0.3136413808762658,26,0
61,0.0003370407819346,9.676082656842047e-07,0.2935756697977751,0.0046732159493612,0.3166677970711746,1,0
62,0.0003851894650681,5.941999799019485e-07,0.2973066690382712,0.0074523381529118,0.5519930501838048,7,0
63,0.0003851894650681,2.8346539342020564e-06,0.2970454988290856,0.006702435877918,0.4737153937041981,1,0
64,0.000288892098801,8.91464452125192e-07,0.2930667929670509,0.0040730872471558,0.29596886255949,23,1
65,0.0004814868313351,1.4192625745844458e-06,0.2979258098788795,0.0085125900171801,0.5616974910284859,7,0
66,0.0003370407819346,5.038807029541812e-07,0.2973066690382712,0.0068966402855099,0.5502279610717584,1,0
67,0.0002407434156675,3.603356585405251e-07,0.2917107471051534,0.0038641451582757,0.3062369298084451,9,0
68,0.0003851894650681,1.3933934810764526e-06,0.2966427734538489,0.0060944048980883,0.4164739995541168,23,1
69,0.000288892098801,3.199687213288821e-07,0.2955115385983801,0.0051053722769966,0.3988813499160079,1,0
70,0.0003851894650681,6.006953682667591e-07,0.2974493191793531,0.0076178249402068,0.573943166359003,26,0
71,0.0004814868313351,8.369541231646232e-07,0.2977112002831608,0.0075494359436575,0.4676699699560816,3,0
72,0.0004814868313351,2.022418194943872e-06,0.2969980626267814,0.0067845575743223,0.404436464928702,9,0
73,0.0003370407819346,4.649471011679822e-07,0.2967847870691623,0.0066683532782753,0.519007191784414,26,0
74,0.0004333381482016,1.8098272340302e-06,0.2977112002831608,0.0077517717952225,0.534911864460039,3,0
75,0.000288892098801,3.247040401049695e-07,0.2957465004641656,0.0058060022509687,0.4738582740581717,8,0
76,0.0004333381482016,7.840198266224691e-07,0.2979019490900056,0.0084801759675134,0.6137354002651074,3,0
77,0.0004333381482016,7.274739899245663e-07,0.2973542038802311,0.0067798823698953,0.4384428657277715,23,0
78,9.62973662670326e-05,2.7886443172509157e-08,0.2812342156614101,0.0021318351686551,0.2265158427923578,7,0
79,0.0005296355144686,1.866417025300071e-06,0.2970929501867261,0.0067643806668332,0.370285157870885,3,0
80,0.0003851894650681,8.127266081222434e-07,0.2964772625807278,0.0063795642645116,0.4358384036842206,7,0
81,9.62973662670326e-05,1.399004625199598e-08,0.2326788274951714,0.0009954596468559,0.1204479022691678,5,0
82,0.0003851894650681,5.538834886347239e-07,0.2965954657792689,0.0066386365084455,0.4656677460006518,26,0
83,0.0005777841976021,1.6099104431798324e-06,0.2976635512434227,0.0076497860301578,0.408114079186598,23,1
84,0.0004333381482016,7.337093974684143e-07,0.2976873738565674,0.0075151615022872,0.5076006358678785,5,0
85,0.0003370407819346,9.391231418187494e-07,0.2965954657792689,0.0060650582768326,0.456222350493452,23,0
86,0.000288892098801,3.044501718075594e-07,0.294388898799985,0.0048433464270088,0.3675072131265728,23,0
87,0.0004333381482016,7.457610655180659e-07,0.2973304345593773,0.0075954055337324,0.5178395513779076,9,0
88,0.0004333381482016,7.59708868775047e-07,0.297401753924827,0.0069648392611293,0.4577619541446651,7,0
89,0.0002407434156675,2.173806637385371e-07,0.2941793527631929,0.0047523580476779,0.3996816613547054,11,1
90,0.0004333381482016,9.227626519788492e-07,0.2959111962082586,0.0056768513735198,0.3416794936291019,3,0
91,0.0004814868313351,9.057100699303752e-07,0.2979258098788795,0.0085139590171151,0.561860431210592,3,0
92,0.0004333381482016,9.87957454167751e-07,0.2966664329508542,0.0066422510908927,0.4260585933164187,7,0
93,0.000288892098801,3.178977063658304e-07,0.2955115385983801,0.0055392440501432,0.4385331312256328,7,0
94,0.0003851894650681,1.0071279657307724e-06,0.2969269367237017,0.0065824398090951,0.4585147574029184,11,1
95,0.0005296355144686,2.219918501331304e-06,0.2977350305241183,0.0077592916488865,0.4502858361199431,23,0
96,0.000288892098801,3.082965675751603e-07,0.295089546714622,0.0049160129480031,0.3761416750109204,9,0
97,0.0003851894650681,5.817323112123665e-07,0.2969506415725539,0.0066693515881658,0.4678547405992626,9,0
98,0.0003370407819346,4.2917600479287604e-07,0.2963827678356821,0.0065667070803028,0.5064193347289714,1,1
99,0.0004333381482016,8.855522668975635e-07,0.2974255346503927,0.0069610337049632,0.4573895219912554,1,1
100,0.0004814868313351,1.2421191759875525e-06,0.2977350305241183,0.0075234459117475,0.4654027544947045,1,0
101,0.0002407434156675,2.336698227991816e-07,0.2947855235645752,0.0049306884630799,0.4241374693751601,8,0
102,0.0003851894650681,5.798214756771173e-07,0.2966900962222071,0.0066227699065923,0.4636955625820388,5,0
103,0.0003851894650681,6.09129593158298e-07,0.2973066690382712,0.0075653420049873,0.5675979567586117,8,0
104,4.81486831335163e-05,0.0,0.2185174325189643,0.0008623510273066,0.13418492548226,9,0
105,0.000192594732534,1.287689619116636e-07,0.2894858538670566,0.0036128124023505,0.3127738089882559,11,0
106,0.000288892098801,6.555663988658836e-07,0.2951363751755781,0.0048633299833599,0.3708249493309358,23,0
107,0.000288892098801,3.291790010904321e-07,0.2958170619005734,0.0057146733377164,0.4625931888002036,26,0
108,0.0003851894650681,6.304851035244962e-07,0.2975682989070248,0.007657345114844,0.579240342151748,11,0
109,0.0003851894650681,5.872613093229673e-07,0.2971404167069668,0.0074290581076094,0.5489774153177817,3,1
110,0.0004814868313351,9.374725684888714e-07,0.2979258098788795,0.0085102394962585,0.5615786275480483,9,0
111,0.0003370407819346,4.369156259373546e-07,0.296311936297125,0.0065142241450834,0.500078955278418,11,0
112,0.0004333381482016,1.0646253914500303e-06,0.2960525100555405,0.0058438218790113,0.3579451396838241,9,0
113,0.0003370407819346,8.302389517848818e-07,0.294249168288728,0.0047678110724323,0.3270094711470988,1,0
114,0.0004333381482016,6.730300560253438e-07,0.2969743502066116,0.0067587695530571,0.4361704755402183,7,0
115,0.000192594732534,1.4274548101341088e-07,0.2914136427716868,0.0038198210296921,0.3382710870974503,9,0
116,9.62973662670326e-05,1.8855868456057883e-08,0.243318096182234,0.0010579013433466,0.1220596884750247,3,0
117,0.000192594732534,1.1235047877803989e-07,0.2862775137641661,0.0028997197828734,0.243861220281266,1,0
118,0.000288892098801,3.080024501445977e-07,0.2951129590874175,0.0055523054139751,0.4421158035819334,26,0
119,0.0003851894650681,6.303590065037915e-07,0.2975682989070248,0.007657345114844,0.5792403421517481,3,0
120,0.000288892098801,3.394906906836387e-07,0.2959111962082586,0.0057805924212097,0.472109614914446,26,0
121,0.0002407434156675,1.783997647070156e-07,0.2900049693074856,0.0037053528588947,0.2890996817955498,23,0
122,0.0003851894650681,5.923285957265647e-07,0.2965718175998892,0.0060480030982692,0.4118272582117067,9,1
123,0.0005296355144686,5.123409327004414e-06,0.2979735429254034,0.0085180207096641,0.5158913063887864,7,0
124,0.0003851894650681,9.335513214822312e-07,0.2969506415725539,0.0066457344023916,0.4654771969884661,7,1
125,0.0004814868313351,1.356335525883492e-06,0.2967611086913843,0.0065849820380582,0.3852411980242277,11,1
126,0.0003370407819346,4.501214717867244e-07,0.296548173191247,0.0060168102732193,0.4508536745217519,3,0
127,0.0002407434156675,2.2881107328849174e-07,0.2948322555752862,0.0049803674172382,0.4316488422064519,7,0
128,9.62973662670326e-05,2.1339037225255467e-08,0.2684859056112177,0.0019126975438383,0.2024283428053421,23,0
129,0.0003851894650681,8.501005826759289e-07,0.2964536332460198,0.0058427913870052,0.3907587026697096,5,0
130,0.0001444460494005,7.35278319499944e-08,0.2886770458935049,0.003070473854461,0.2973626472701445,1,0
131,0.0003851894650681,6.970930516657574e-07,0.2949959343594108,0.0049867128444761,0.3179976309912596,5,0
132,0.0002407434156675,2.1476452866617282e-07,0.2944821262241953,0.0048523223104098,0.413829929988823,1,0
133,0.0003370407819346,7.748567921396382e-07,0.2960525100555405,0.0058761251970357,0.4347687347847165,26,0
134,0.0003851894650681,5.405729270049014e-07,0.2965718175998892,0.0065705059402873,0.458267690324473,5,0
135,4.81486831335163e-05,0.0,0.2185174325189643,0.0008623510273066,0.1341849254822601,9,0
136,0.0003370407819346,5.09614198848441e-07,0.2957935376809392,0.0058365015936044,0.4290733613032726,23,0
137,0.0003370407819346,4.760939801862119e-07,0.2970929501867261,0.0068571201108726,0.5448159779271436,7,0
138,0.0003370407819346,4.466496451490439e-07,0.2965718175998892,0.0060676297660579,0.4565994665683092,23,0
139,0.0004814868313351,9.09964605453268e-07,0.2979258098788795,0.0085134915285512,0.5618353656804035,7,0
140,0.0003370407819346,4.6079991519095866e-07,0.2967611086913843,0.0066295073002425,0.5146174045773385,7,0
141,0.0004814868313351,1.51899156550202e-06,0.2977350305241183,0.0077780551396504,0.4913225874728166,8,0
142,0.0004814868313351,8.801179818150844e-07,0.2977112002831608,0.0077836758104402,0.4918072163549626,8,0
143,0.0001444460494005,1.3556090542255245e-07,0.2670019191973161,0.0018680156968597,0.1743171849787441,23,0
144,0.000192594732534,1.514806294446162e-07,0.2917107471051534,0.0038561406643381,0.343136872425927,23,0
145,0.0003851894650681,5.975431070736055e-07,0.2959818362646463,0.0057783170371695,0.3828839171871043,26,0
146,0.0003370407819346,2.482565255071688e-06,0.2955115385983801,0.0050862207663665,0.3586520720221263,7,0
147,4.81486831335163e-05,0.0,0.2372801566941701,0.0009978635813123,0.1358387708828216,26,0
148,0.000288892098801,3.162618886923896e-07,0.2951597949799882,0.0055255099461889,0.436708243731623,23,0
149,0.0003851894650681,6.198702463265934e-07,0.2976635512434227,0.0074823123862011,0.5557448154086859,8,0
150,0.0003851894650681,1.5368828683612754e-06,0.2972116449331051,0.0066903167815002,0.4714756572123765,3,0
151,0.0003370407819346,4.594224853978356e-07,0.2959582858320982,0.0058091855831084,0.4251197194460269,8,0
152,0.0002407434156675,2.425621529419981e-07,0.2955585010995479,0.0051194552956772,0.4502029498693525,26,0
153,0.0002407434156675,2.039127395267723e-07,0.2923986900666465,0.0044118385317401,0.3573960012758001,23,0
154,0.0004814868313351,8.902008150887804e-07,0.2977112002831608,0.0077815417043585,0.4917975361535337,1,0
155,0.0003851894650681,6.006953682667591e-07,0.2974493191793531,0.0076178249402068,0.5739431663590029,3,0
156,0.0002407434156675,2.191008117239253e-07,0.2937379559612896,0.0046960820523004,0.3923564873746947,7,0
157,0.0003851894650681,9.473808790378178e-07,0.2960996446694643,0.0057448253953395,0.3800753016690092,9,0
158,0.0001444460494005,6.83917794849912e-08,0.285574183212116,0.0028396605038395,0.2680945812297741,11,0
159,0.0003370407819346,3.6717013799939465e-06,0.2951597949799882,0.0048706046641019,0.336322499208518,11,0
160,0.0003851894650681,8.016431715245889e-07,0.2973779770017438,0.006753441391981,0.4782924521310169,7,1
161,0.0003851894650681,5.768073971514417e-07,0.297069222613035,0.0067292221053605,0.4763478206966977,11,0
162,0.000288892098801,9.350744962666192e-07,0.2937611543466917,0.0046610400611531,0.3483264249646487,23,0
163,0.0001444460494005,6.550986470672529e-08,0.2880287855302625,0.0030404996211717,0.2929253183181681,8,0
164,0.0003370407819346,7.666078780639095e-07,0.2949023813793555,0.0054145402759931,0.38131499008158,9,0
165,0.0005296355144686,9.489633175469604e-07,0.2974968996511086,0.0074935098923893,0.4254278355966421,8,0
166,0.0002407434156675,2.175186654003277e-07,0.2935756697977751,0.0041073560618688,0.3338334254823547,23,0
167,9.62973662670326e-05,2.454455007856186e-08,0.2727382120793233,0.0019659518224299,0.2077782177974332,23,0
168,0.0003851894650681,6.198702463265934e-07,0.2976635512434227,0.0074823123862011,0.5557448154086859,3,0
169,0.000288892098801,3.461913552445049e-07,0.2959818362646463,0.0056408902481157,0.451052287678011,8,0
170,0.0004333381482016,9.810697206752357e-07,0.2976397324428111,0.0076891789499581,0.5281678864083407,3,0
171,0.0003370407819346,1.2318233264986853e-06,0.2959111962082586,0.0057076703462882,0.4135483298388246,26,0
172,0.0005777841976021,2.3431301574489792e-06,0.2979974151848911,0.0085764624479445,0.4813686978364155,3,0
173,0.0006259328807357,2.498318569522991e-06,0.2980212912697549,0.0085794831160137,0.4474762328041196,3,1
174,0.0004333381482016,7.082694503577547e-07,0.2973304345593773,0.0074861338745366,0.5045286201501724,1,0
175,0.0004814868313351,1.2108305499331454e-06,0.2970454988290856,0.0068777421482768,0.4126273796242928,9,0
176,0.0003370407819346,4.485642516089389e-07,0.2968795383779879,0.0066559062090985,0.518347754538319,11,0
177,9.62973662670326e-05,2.178618940012553e-08,0.2660660755606446,0.0018767526936343,0.1997339595963213,23,0
179,0.000288892098801,3.565174671384374e-07,0.2964063858743972,0.0058067735943408,0.4745232528516103,5,0
180,0.0004333381482016,1.1714264745084868e-06,0.2975444953473971,0.0075246886075416,0.5094871951007245,11,0
181,0.0004333381482016,6.986385396111907e-07,0.2966664329508542,0.0066704013488647,0.4284189223513746,7,0
182,0.0005296355144686,4.396214366236932e-06,0.2961232176051119,0.0057358544841481,0.2984723980176946,5,0
183,0.000192594732534,1.066254266177839e-07,0.2871172316740881,0.0029277156775851,0.2464982628931936,7,0
184,0.0003851894650681,9.738868478591836e-07,0.2969032356591484,0.0067756486116732,0.4820352242053666,3,0
185,0.000288892098801,5.657013633069425e-07,0.2941560882829427,0.0048621797244627,0.3710733363829887,1,0
186,0.000288892098801,2.735484405750887e-07,0.2918251793768877,0.0039187436963005,0.2809168998402441,23,0
187,0.0005296355144686,1.7165421556421578e-06,0.2979735429254034,0.0085418531870643,0.5180323532771108,23,0
188,0.0003370407819346,4.366492739848797e-07,0.296548173191247,0.0064671393765012,0.4934636545642601,26,0
189,0.000192594732534,1.3692507887217784e-07,0.2915964045420046,0.0037937370033286,0.3359023516485804,1,0
190,0.0004814868313351,8.110757580847113e-07,0.2972116449331051,0.0074960696444636,0.4625284174545712,1,0
191,0.0004333381482016,1.1710720008903618e-06,0.2975444953473971,0.0075246951184048,0.5094797858433155,11,0
192,0.0005777841976021,2.3870909687044085e-06,0.2974255346503927,0.0076174914029265,0.406606207026506,3,0
193,0.000192594732534,1.381615987652354e-07,0.2925826898716125,0.0040212526671911,0.3653548920949058,26,0
194,0.0005296355144686,1.8102100824819327e-06,0.2980212912697549,0.0085480954140508,0.5184361137462552,3,0
195,0.0002407434156675,2.5378650226091057e-07,0.2917565092429062,0.0039581324923075,0.3156493485534082,23,0
196,0.0004333381482016,7.206245467357837e-07,0.2974731075126208,0.0076491897754174,0.5235105292970985,26,0
197,0.0005777841976021,1.1874275236347134e-06,0.2979735429254034,0.0085755016589747,0.4813724335918353,8,0
198,0.0003370407819346,3.9638353280673457e-07,0.2951597949799882,0.0054872467118211,0.3895803852516086,5,0
199,0.0004333381482016,1.224117874032107e-06,0.2969743502066116,0.0068041817718036,0.4419198338051624,8,0
200,0.0002407434156675,1.8308903074069213e-07,0.2902086085931037,0.0037969071268568,0.298365605922806,26,0
201,9.62973662670326e-05,2.023914642974283e-08,0.2650611940666864,0.0017885426439356,0.1895772989123566,11,0
202,0.0003851894650681,5.096974114350912e-07,0.2959582858320982,0.0058480535667519,0.3917798628291927,3,0
203,0.0004814868313351,1.8686248098135447e-06,0.2977350305241183,0.0077580412450494,0.4894617697893434,3,0
204,0.0004814868313351,1.5022751540885135e-06,0.2966664329508542,0.0065835584764301,0.3850848269962134,11,0
205,0.0005296355144686,2.070151744920491e-06,0.2977588645803563,0.0078146094378746,0.4555308712863843,1,0
206,0.0003851894650681,5.194864286085303e-07,0.2960053904454728,0.0058414501575782,0.3893158548457053,8,0
207,0.0004333381482016,7.551949449113073e-07,0.2976159174538175,0.0076877667375033,0.5280028720766002,3,0
208,0.000288892098801,3.851172604479897e-07,0.2949023813793555,0.0049857706772751,0.3835826815533418,8,0
209,0.0004333381482016,7.259569881579797e-07,0.2975444953473971,0.0075496220716157,0.5119832533957434,9,1
210,0.0005296355144686,2.093714091627618e-06,0.2976397324428111,0.0076120690438177,0.4370394970150489,5,0
211,0.0002407434156675,3.289988825212084e-07,0.2881849954550097,0.0036432596044433,0.2830662727028226,26,0
212,0.000288892098801,4.385543014074175e-07,0.2949023813793555,0.0048833937148682,0.371929791015294,3,0
213,0.0003370407819346,4.492596587944293e-07,0.2966900962222071,0.0067029909776807,0.525192014190539,5,0
214,0.0005777841976021,1.232497369555872e-06,0.2979974151848911,0.0085785492826673,0.4815199604510902,3,0
215,0.0005296355144686,1.0644458178130798e-06,0.2979496744903725,0.0085407079747607,0.5180123642108241,23,0
216,0.0002407434156675,2.3441348698356842e-07,0.2950661380563074,0.0048836036944977,0.4170479625895429,23,0
217,0.0005296355144686,2.014106658196969e-06,0.2973542038802311,0.006790158354403,0.3731345505376141,1,0
218,0.0003370407819346,4.840329467874085e-07,0.2971641556553336,0.0066594815335317,0.5185222447316579,3,0
220,0.000192594732534,1.42564487032337e-07,0.2928360680473792,0.0040445327124935,0.3681584169009387,23,0
221,0.0006259328807357,2.0848017203691723e-06,0.2977827024527908,0.0078542567284818,0.3958548544431535,3,1
222,0.0004814868313351,9.26097325752256e-07,0.2979258098788795,0.0085106357976999,0.5616317964779457,3,0
223,0.0004333381482016,1.717619127927478e-06,0.297401753924827,0.0069588707736466,0.4572821689671795,1,0
224,0.0004333381482016,7.41099803922052e-07,0.2976873738565674,0.0075127340088603,0.5074240642354886,5,0
225,0.0004814868313351,8.377649930976213e-07,0.2977112002831608,0.0075503180863381,0.4678252805726296,1,0
226,0.0003370407819346,6.679459088805421e-07,0.2953003918972539,0.0050594522820496,0.3560422194728522,7,0
227,0.000288892098801,3.645131923352042e-07,0.2966427734538489,0.0059347215544016,0.491547972915211,23,0
228,0.0003370407819346,4.840329467874085e-07,0.2971641556553336,0.0066594815335317,0.5185222447316579,8,0
229,0.0003370407819346,4.43631480533094e-07,0.296548173191247,0.0065375041903858,0.5030822216053387,1,0
230,0.0004814868313351,1.5804549022885378e-06,0.2977827024527908,0.0077876453905937,0.4920957993004308,8,0
231,0.000288892098801,3.257984185584911e-07,0.2958405898622294,0.0057142767787862,0.4611142314160699,11,1
232,0.0003851894650681,1.783247797350803e-06,0.2956054785295884,0.0051091617763637,0.3283354421789926,3,0
233,0.0003851894650681,5.819360653104493e-07,0.2969743502066116,0.0066724059447165,0.4681426298186347,8,0
234,0.0004814868313351,9.208434685104956e-07,0.2979258098788795,0.0085103697459704,0.5615893431837181,26,0
235,0.0004814868313351,7.494295890158218e-07,0.2966427734538489,0.0065618108361284,0.3830956015019743,23,1
236,0.0003370407819346,1.2389263958017923e-06,0.2965008956825676,0.0058390742513841,0.4296304193267651,1,0
237,0.000192594732534,1.3692507887217784e-07,0.2915964045420046,0.0037937370033286,0.3359023516485804,5,0
238,0.0005777841976021,1.8041805102245527e-06,0.2972116449331051,0.0069697023487998,0.3609116260039309,3,0
239,0.0003851894650681,6.005752291931059e-07,0.2974493191793531,0.0076178249402068,0.573943166359003,7,0
240,0.0003370407819346,4.051825719696082e-07,0.2950661380563074,0.0049689767675635,0.3457739083467316,9,0
241,0.0006259328807357,2.349908831325451e-06,0.2979974151848911,0.0085586353854163,0.4459827073387757,26,0
242,0.0003851894650681,5.669395658147286e-07,0.2968084692258068,0.0067003827772936,0.472201190836851,8,1
243,0.0003370407819346,4.836130253604438e-07,0.2969743502066116,0.0068046371756531,0.5384454333319741,26,0
244,0.0003851894650681,6.298848650540561e-07,0.296359153560498,0.0065464228729064,0.4555281341239375,1,0
245,0.0005296355144686,9.586909585494915e-07,0.2971404167069668,0.0069362373601512,0.385812636908797,1,0
246,0.000288892098801,3.313434016504688e-07,0.295770017202434,0.0057535193157492,0.4674284373872743,9,0
247,0.0005777841976021,1.1772074629788098e-06,0.2979735429254034,0.0085764985407944,0.4813334328215381,8,0
248,0.0004814868313351,1.2226979581569986e-06,0.2973542038802311,0.0076033838870973,0.474443418682153,11,0
249,0.0003851894650681,1.1218157597235198e-06,0.2971404167069668,0.0068881929716204,0.494425752908213,23,0
250,0.0003370407819346,4.499575191679301e-07,0.2965718175998892,0.0060666985117087,0.4564058070425126,23,0
251,0.000288892098801,3.338648572984525e-07,0.294109570359596,0.0047117542979945,0.352905346690528,3,0
252,0.0004814868313351,1.4425180551482154e-06,0.2974493191793531,0.006818557982555,0.4057311458623864,3,0
253,9.62973662670326e-05,2.115522746454817e-08,0.277955741767883,0.0020785808900635,0.2205002720834689,26,0
254,0.0004814868313351,1.1648370234083158e-06,0.2973542038802311,0.0074934548021905,0.4625613434237459,9,0
255,0.0005296355144686,1.551139383733659e-06,0.2979496744903725,0.0085449061893163,0.5182357962969891,3,0
256,0.0005296355144686,1.88804171856978e-06,0.2974731075126208,0.0070285331759622,0.3931374676485462,3,0
257,0.000288892098801,3.482337770653284e-07,0.2961232176051119,0.0058455224256059,0.4791293008065168,1,0
258,0.0004333381482016,6.894786645763543e-07,0.2972116449331051,0.0067236658364245,0.4330452128584022,11,0
259,0.0004814868313351,1.035007916346901e-06,0.2979496744903725,0.0085125743249704,0.5616655787254187,3,0
260,0.0003370407819346,4.541095460842885e-07,0.2967611086913843,0.0064015950774498,0.4839871742682738,9,0
261,0.0002407434156675,2.0303871245157866e-07,0.2921460678870414,0.0043885584864377,0.3543486329769986,23,0
262,0.000288892098801,3.6467142246888273e-07,0.2965008956825676,0.0059818063229838,0.498600986191862,1,0
263,0.0001444460494005,6.260750225703259e-08,0.2665045307972924,0.0019095354746214,0.1784508515715447,9,0
264,0.0003370407819346,4.663190500876742e-07,0.2969506415725539,0.006567478423675,0.5068241368077507,1,0
265,0.0002407434156675,2.396289774935721e-07,0.2950427331115896,0.0049539685083823,0.4270367611252174,8,0
