customer_id,degree_centrality,betweenness_centrality,closeness_centrality,community_id,degree,is_fraud,eigenvector_centrality,clustering_coefficient
6398,0.0004814868313351,8.542781363075233e-07,0.2974968996511086,11,10,0,0.007677226228375116,0.48129115143833967
4209,0.0003851894650681,5.7408022050125e-07,0.2970454988290856,7,8,1,0.006727835637241231,0.4761659469458514
8917,0.0004814868313351,1.270892846443351e-06,0.2979258098788795,1,10,1,0.008488555245892935,0.5593431240701567
7784,0.0003851894650681,6.198702463265934e-07,0.2976635512434227,11,8,0,0.007482312386201105,0.5557448154086859
1425,0.0004814868313351,1.2985391896501477e-06,0.2973779770017438,7,10,0,0.007626563740319951,0.47649259543181904
2737,0.0004814868313351,7.108214887570218e-07,0.2964772625807278,3,10,0,0.005823307609462293,0.3280338306748384
6428,0.0005777841976021,1.1939252205121434e-06,0.2979735429254034,11,12,0,0.008576647015879275,0.4813963417827353
6543,0.0005777841976021,2.2440844572778887e-06,0.2977112002831608,23,12,0,0.007780980557943813,0.4192559309253629
3990,0.0004333381482016,1.0734068696156771e-06,0.2964063858743972,11,9,0,0.006553857052467017,0.4166063167377544
8524,0.0005296355144686,1.4621195485428176e-06,0.2974255346503927,3,11,0,0.0076382669341484724,0.44010217745869207
9204,0.0003370407819346,4.836130253604438e-07,0.2969743502066116,3,7,0,0.006804637175653164,0.5384454333319741
11761,0.0004333381482016,1.1285931337170194e-06,0.2974968996511086,7,9,0,0.007624805513170412,0.520977826060438
9554,0.0006259328807357,1.9139407702963026e-06,0.2976397324428111,7,13,1,0.007777730632309048,0.39001796828580426
5118,0.000192594732534,1.223203029837093e-07,0.2899597549374658,11,4,0,0.003724520233076455,0.3267611511311453
5506,0.0002407434156675,4.707536468190782e-07,0.2939701048239793,3,5,0,0.004128029596364622,0.3367138909141966
1423,0.0003370407819346,5.037799268135904e-07,0.2973066690382712,8,7,0,0.006896640285509907,0.5502279610717584
138,0.0003370407819346,4.466496451490439e-07,0.2965718175998892,23,7,0,0.006067629766057998,0.4565994665683092
6360,0.0003851894650681,5.602073948442994e-07,0.2966664329508542,7,8,0,0.006512439679077914,0.4508205168622654
2053,0.0003370407819346,6.084940079132699e-07,0.2964063858743972,1,7,1,0.005729396637537615,0.4172311896874232
10344,0.0005777841976021,2.5787741863067597e-06,0.2974255346503927,5,12,0,0.007667318513012381,0.41037639800693365
3375,0.0003851894650681,6.09129593158298e-07,0.2973066690382712,11,8,0,0.007565342004987326,0.5675979567586116
1339,0.0005296355144686,1.6773394229101554e-06,0.2979735429254034,26,11,0,0.00854478874500318,0.5181468092615462
7247,0.000288892098801,3.141426649257926e-07,0.2955115385983801,7,6,0,0.005107546206690847,0.3992512899707049
1273,0.0005777841976021,1.627076569320476e-06,0.2979735429254034,11,12,1,0.008551915458658174,0.47937189741960423
6277,0.0003851894650681,1.1965833618367254e-06,0.2972829073160015,1,8,0,0.006791930937860761,0.48282727408230175
7701,0.0004333381482016,1.0311709104599098e-06,0.2966427734538489,7,9,0,0.006672005705965693,0.42863402120712774
4126,0.0005296355144686,1.7065363336419206e-06,0.2973066690382712,8,11,0,0.0075209932450165705,0.4286097272927804
9528,0.0006259328807357,1.333434628406202e-06,0.2979974151848911,9,13,0,0.008606694721049418,0.4495347709147017
1853,0.0004333381482016,7.8417666195486e-07,0.2979019490900056,23,9,0,0.008480175967513407,0.6137354002651074
11149,0.0004814868313351,1.866921643394909e-06,0.2977350305241183,1,10,0,0.007757933445136254,0.4894514326291179
5828,0.0007222302470027,2.494054761235124e-06,0.2971404167069668,5,15,0,0.006903054633044331,0.29354497830061493
6887,0.0003851894650681,6.092514434469874e-07,0.2973066690382712,9,8,1,0.007565342004987326,0.5675979567586117
4781,0.0006259328807357,1.6490294670270897e-06,0.2980690549192893,9,13,0,0.008607649712468204,0.44944835562945323
10668,0.0004333381482016,1.054524339901539e-06,0.2970217788339703,1,9,0,0.006842396971124985,0.4460751605232308
5421,0.0003851894650681,5.242000596618852e-07,0.2959818362646463,1,8,0,0.005837977889183631,0.38999661557736026
10200,0.0003370407819346,4.138130768607172e-07,0.2951363751755781,7,7,0,0.005010645847219844,0.35027027549130557
11254,0.0004333381482016,7.8417666195486e-07,0.2979019490900056,11,9,0,0.008480175967513407,0.6137354002651074
11106,0.0003851894650681,5.979756021745819e-07,0.2973304345593773,7,8,0,0.0067551484726145776,0.47840213624463507
8456,0.0003370407819346,4.43631480533094e-07,0.296548173191247,1,7,1,0.006537504190385811,0.5030822216053387
6149,0.0004333381482016,1.2120454317340165e-06,0.2976873738565674,7,9,1,0.007752608597534511,0.5350661263216567
1473,0.0004814868313351,8.018575607420501e-07,0.2971878983970766,1,10,1,0.007496181665065956,0.46246087481306997
1840,0.0004333381482016,7.377773861211769e-07,0.2976873738565674,23,9,0,0.007513707626369371,0.5075719698525702
6757,0.0003370407819346,4.668977712523519e-07,0.2970217788339703,7,7,0,0.00679499408753746,0.5369313789880504
3972,0.0004333381482016,1.4349451919052569e-06,0.2968084692258068,23,9,0,0.00666027184721802,0.42712266785803016
9316,0.0005296355144686,1.556904346617042e-06,0.2971641556553336,7,11,0,0.006932438050025772,0.38555372212970285
11213,0.0004333381482016,1.2342256294306316e-06,0.2971878983970766,1,9,0,0.006919665779061889,0.45325773301371125
3474,0.0005296355144686,2.600126691981357e-06,0.2967611086913843,23,11,0,0.006562971366372445,0.35414205135860655
14630,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
13256,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14665,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
13363,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14645,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
13163,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14553,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
14287,4.81486831335163e-05,0.0,0.0106529097754204,15,1,0,0.0,1.0
13179,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
13035,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14322,4.81486831335163e-05,0.0,0.0106529097754204,15,1,0,0.0,1.0
13196,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14604,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
12961,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14676,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
14087,4.81486831335163e-05,0.0,0.0106529097754204,15,1,0,0.0,1.0
13194,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14513,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
13461,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14510,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
13190,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14508,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
14472,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
14562,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
13206,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
13080,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
14633,4.81486831335163e-05,0.0,0.01038809236651,13,1,0,0.0,1.0
14097,4.81486831335163e-05,0.0,0.0106529097754204,15,1,0,0.0,1.0
13024,4.81486831335163e-05,0.0,0.0142640575534274,14,1,0,0.0,1.0
778,0.0004333381482016,1.829037115047468e-05,0.2973304345593773,5,9,0,0.00756640455649054,0.5148909959235729
7146,0.000192594732534,2.2508092536379601e-07,0.2844386125516411,7,4,0,0.002817786817033095,0.23491845416367513
6365,0.0005296355144686,3.44556030159063e-06,0.2971166815510672,8,11,0,0.006909355650326512,0.3837633662785234
8422,0.0004814868313351,1.2708993844307782e-06,0.2960525100555405,3,10,0,0.005796815558031239,0.3252264110668646
3784,0.0003851894650681,5.383152404169654e-07,0.2961703747382603,1,8,0,0.006429035275849786,0.44193644168581414
10519,0.0005777841976021,1.704731231307593e-06,0.2977827024527908,23,12,0,0.007847072936241354,0.4244828703437053
7132,0.0003370407819346,4.760939801862119e-07,0.2970929501867261,26,7,0,0.006857120110872638,0.5448159779271436
3709,0.0004333381482016,6.477665673067677e-07,0.2967374340915685,5,9,0,0.006768740739040853,0.4383326725423259
1509,0.0002407434156675,2.264694763636637e-07,0.2937147612395618,26,5,1,0.004187600093314073,0.34405968893226724
1636,0.0004333381482016,1.7485954193894131e-06,0.2974968996511086,1,9,1,0.007650125597250075,0.523541291690352
2784,0.0004333381482016,6.975609935537356e-07,0.2971641556553336,11,9,1,0.007462059857511071,0.501780178379226
9174,0.0003370407819346,1.0305459925298228e-06,0.294225892765212,9,7,1,0.004709689443993498,0.31996551590006955
122,0.0003851894650681,5.923285957265647e-07,0.2965718175998892,9,8,1,0.006048003098269298,0.4118272582117067
3800,0.0005296355144686,1.7793170484663692e-06,0.2974493191793531,9,11,1,0.006825701816742569,0.3760226911211015
10029,0.0004333381482016,5.214474932642267e-06,0.2973304345593773,9,9,1,0.007569401693609451,0.5151644042516558
2805,0.0003851894650681,5.924097735070518e-07,0.2971166815510672,3,8,1,0.006885982466868367,0.4942790819292781
12253,0.0004814868313351,9.194218225598656e-07,0.2979258098788795,9,10,1,0.008510780326316567,0.5616407999771325
3528,0.0003370407819346,4.636742638541211e-07,0.2970217788339703,3,7,1,0.006520393655092837,0.5003738280066383
11018,0.0003851894650681,5.487212882631344e-07,0.2967847870691623,7,8,1,0.006486883825105023,0.4480793818733631
3222,0.0005296355144686,1.5927106702309295e-06,0.2976635512434227,7,11,1,0.007754960641241074,0.45016164855245117
6246,0.0003851894650681,6.891972511544192e-07,0.2964536332460198,1,8,0,0.005804100568968636,0.3866124067828177
8741,0.0002407434156675,2.426106750770135e-07,0.2955585010995479,1,5,0,0.005119455295677217,0.4502029498693525
8050,0.0003370407819346,4.668977712523519e-07,0.2970217788339703,3,7,1,0.00679499408753746,0.5369313789880504
5474,0.0003851894650681,1.1905925209150315e-06,0.2960760754865725,9,8,0,0.005856178505620107,0.3930537706932926
474,0.0005296355144686,1.5351758918520252e-06,0.2976159174538175,23,11,0,0.007614019744793718,0.4370603427339167
12255,0.0003370407819346,4.075999277742892e-07,0.2955585010995479,3,7,0,0.005569841808881106,0.39834022633195626
10288,0.0004814868313351,1.2997347596245958e-06,0.2975206955957296,7,10,0,0.0076863892410203,0.4820250354175413
4717,0.0002407434156675,2.141106191347646e-07,0.2938075621119914,1,5,0,0.004678596732565548,0.39010205177037655
4799,0.0004333381482016,7.283798439431969e-07,0.2974731075126208,1,9,0,0.0076482847703933585,0.5234199918597545
4533,0.000192594732534,1.4294388193286926e-07,0.2933441432443068,1,4,0,0.004091617481075702,0.3745385624525999
12383,0.0003851894650681,6.303590065037915e-07,0.2975682989070248,1,8,0,0.007657345114844068,0.5792403421517481
3518,0.0004814868313351,8.41492356264209e-07,0.2974968996511086,26,10,0,0.007683506554513691,0.48191689653814945
4674,0.0004333381482016,1.113607142385313e-06,0.2970929501867261,11,9,0,0.006687728991781096,0.4290283443620872
8519,0.0003851894650681,6.078740170329599e-07,0.2975206955957296,7,8,0,0.007518257236405137,0.5608112912381278
5302,0.0004814868313351,1.6735488989793832e-06,0.2979974151848911,3,10,0,0.008514554498303191,0.5618099331825437
3594,0.0003851894650681,5.841238722178691e-07,0.2971404167069668,26,8,0,0.0068885929183140895,0.4946416568360232
9890,0.0004333381482016,7.8417666195486e-07,0.2979019490900056,5,9,0,0.008480175967513407,0.6137354002651074
1410,0.0002407434156675,2.2825459371308695e-07,0.2939933398939148,3,5,0,0.0047648051168547745,0.4005595262187681
7521,0.000192594732534,1.3386632721982865e-07,0.2917336263794361,7,4,0,0.0038996501084870685,0.34900527068987086
2106,0.0003851894650681,5.435962428908946e-07,0.2966900962222071,3,8,0,0.006000741577855675,0.4065702698129047
8144,0.0003851894650681,5.192937199746375e-07,0.296288333307138,5,8,0,0.006008934635383827,0.4080128980340897
5643,0.000288892098801,3.4152039365563415e-07,0.2962175468931919,8,6,0,0.005942286148346557,0.4933461932217994
2041,0.0005777841976021,1.296114589825394e-06,0.2974493191793531,8,12,0,0.007579253313599051,0.4022657829202506
7537,0.0004333381482016,1.7791862716171725e-06,0.2969980626267814,23,9,0,0.006716130926284833,0.43249815258012164
3056,0.0003851894650681,8.868598094132776e-07,0.2961703747382603,5,8,0,0.006434627045498796,0.4423942574186852
7967,0.0004814868313351,9.344371676789178e-07,0.2979258098788795,5,10,0,0.008507990950355215,0.5613657311722939
1758,0.0002407434156675,2.576166245905001e-07,0.2918480766055559,5,5,0,0.003923804049766064,0.3131828217956533
7884,0.0002407434156675,2.276875799140537e-07,0.29441220012172,5,5,0,0.004778539220809118,0.40238187461903907
289,0.0005296355144686,1.0646386287464343e-06,0.2979496744903725,9,11,0,0.008543241246160106,0.5182092348533783
10081,0.0005296355144686,1.506911955664076e-06,0.2979496744903725,8,11,0,0.008549197358231566,0.5186643663593876
1169,0.0006259328807357,2.158260788360244e-06,0.2980690549192893,26,13,0,0.008610249924121547,0.44966533388270824
1182,0.0004814868313351,8.418784485083452e-07,0.2973542038802311,3,10,0,0.007630977514769704,0.4769760270149443
717,0.0004814868313351,8.085047550534736e-07,0.2972829073160015,7,10,0,0.006855117842135158,0.40958966648774786
20423,4.81486831335163e-05,0.0,0.0156603684556663,18,1,0,0.0,1.0
5801,0.0003370407819346,8.646337711616253e-07,0.2958170619005734,26,7,0,0.005698357587763629,0.4138345962071401
702,0.0003370407819346,8.45042715489013e-07,0.2951129590874175,26,7,0,0.004969119660310946,0.3449684867644015
6951,0.0003370407819346,5.038807029541812e-07,0.2973066690382712,26,7,0,0.006896640285509907,0.5502279610717584
6780,0.0004814868313351,9.152790981857764e-07,0.2979258098788795,3,10,0,0.00851371688326104,0.5618774115619927
6422,0.0003370407819346,3.309058745792829e-07,0.2929052473689117,8,7,0,0.004013188795984324,0.26388522676639964
5384,0.000192594732534,5.144402725790469e-07,0.2849615978194906,7,4,0,0.002902647541854031,0.24379577802846475
2985,0.0003851894650681,6.198702463265934e-07,0.2976635512434227,7,8,0,0.007482312386201105,0.5557448154086859
18349,4.81486831335163e-05,0.0,0.0116640309370475,19,1,0,0.0,1.0
11286,0.000288892098801,3.298546422083184e-07,0.2952769497767572,7,6,0,0.005051557243127216,0.3934449226551983
489,0.0003851894650681,6.078740170329599e-07,0.2975206955957296,5,8,0,0.007518257236405137,0.5608112912381279
4510,0.0004333381482016,7.407232863736652e-07,0.2972591493916575,23,9,0,0.0068227769314732085,0.44303033886663384
9626,0.0003851894650681,5.699981932845919e-07,0.2969743502066116,3,8,0,0.006598873663843289,0.4614240777054777
9494,0.0004333381482016,1.17704796549642e-06,0.2973304345593773,7,9,0,0.007597756054654035,0.5179293323868331
1718,0.0003370407819346,6.877485973460509e-07,0.2952535113778227,3,7,0,0.004965489854868748,0.34510286572061827
5295,0.000288892098801,3.253220265701364e-07,0.2954880629438998,26,6,0,0.005102974885898186,0.3987825466046514
3984,0.0004814868313351,8.748022201064231e-07,0.2976397324428111,23,10,0,0.007721307653250984,0.4857852239106686
5270,0.0004814868313351,1.2842089682912284e-06,0.2974968996511086,26,10,0,0.007682435207003516,0.481887452267019
10966,0.0004814868313351,1.5766402776220256e-06,0.2979496744903725,26,10,0,0.008511248828261205,0.5615854017060498
1868,0.0005777841976021,1.614928279694356e-06,0.2979735429254034,7,12,0,0.00858453971761422,0.48195440790290456
17446,4.81486831335163e-05,0.0,0.0156603684556663,18,1,0,0.0,1.0
10071,0.0006740815638692,4.362505573943459e-06,0.2980690549192893,3,14,1,0.008643187067734062,0.4221091657467846
1271,0.0003851894650681,6.303590065037915e-07,0.2975682989070248,3,8,0,0.007657345114844068,0.579240342151748
11930,0.0004814868313351,9.503631578405802e-07,0.2975206955957296,23,10,0,0.007681892948915454,0.4816981342697294
20529,4.81486831335163e-05,0.0,0.0156603684556663,18,1,0,0.0,1.0
8358,0.0004814868313351,7.893840029948633e-07,0.2969980626267814,23,10,0,0.006734157088162527,0.397839179721516
7705,0.0005296355144686,9.422672265880282e-07,0.2974255346503927,26,11,0,0.00754881800655249,0.43111504748872936
17392,4.81486831335163e-05,0.0,0.0156603684556663,18,1,0,0.0,1.0
18276,4.81486831335163e-05,0.0,0.0116640309370475,19,1,0,0.0,1.0
7795,0.0006259328807357,1.3814316275459118e-06,0.2980212912697549,7,13,0,0.00860524447705707,0.44940694300291406
20655,4.81486831335163e-05,0.0,0.0156603684556663,18,1,0,0.0,1.0
2454,0.0004814868313351,9.061049245457803e-07,0.2979258098788795,1,10,0,0.008514166491949112,0.5619400247334397
150,0.0003851894650681,1.5368828683612754e-06,0.2972116449331051,3,8,0,0.006690316781500244,0.4714756572123765
10671,0.0002407434156675,4.105964607060606e-07,0.2905940419013915,8,5,0,0.0037779276178498164,0.29694746890989815
11924,0.0003851894650681,1.5059140694118585e-06,0.2968084692258068,8,8,0,0.00666034254821103,0.46808677289998224
16086,4.81486831335163e-05,0.0,0.0050195292218998,20,1,0,0.0,1.0
4398,0.0004333381482016,9.040837280818144e-07,0.2953472873064801,9,9,0,0.005011176207598591,0.29313182979986857
5687,0.0003851894650681,6.09129593158298e-07,0.2973066690382712,8,8,0,0.007565342004987326,0.5675979567586116
8534,0.0003851894650681,6.303590065037915e-07,0.2975682989070248,7,8,0,0.007657345114844068,0.5792403421517481
3372,0.0003851894650681,5.971081299611118e-07,0.2974255346503927,11,8,0,0.007399458658762187,0.544077238384217
10927,0.000288892098801,3.645131923352042e-07,0.2966427734538489,1,6,0,0.005934721554401636,0.491547972915211
3597,0.000288892098801,7.000370852214882e-07,0.2948322555752862,23,6,0,0.004849132256194186,0.36788307707124335
2052,0.0003851894650681,9.840402876867406e-07,0.2941560882829427,23,8,0,0.004760509289879869,0.2971690184123701
4399,0.0005777841976021,2.8401651906185764e-06,0.2979974151848911,9,12,0,0.008551224021189213,0.47923683535304
185,0.000288892098801,5.657013633069425e-07,0.2941560882829427,1,6,0,0.004862179724462733,0.3710733363829887
3441,0.0003851894650681,5.533449387237746e-07,0.2965954657792689,26,8,0,0.006639542815977956,0.4657764631650617
11947,0.0004814868313351,1.5244753100177724e-06,0.2979258098788795,9,10,0,0.008508294175756504,0.5613392566543451
1555,0.0004814868313351,8.054503219322299e-07,0.2971166815510672,11,10,0,0.006887545191634962,0.41321787396827614
9399,0.0002407434156675,2.105589135144884e-07,0.2941560882829427,8,5,0,0.004677289581766902,0.3908089495871919
2792,0.0003370407819346,4.121611501934836e-07,0.295770017202434,1,7,0,0.005675781331273337,0.41125704245517597
10118,0.0005296355144686,1.752066722651164e-06,0.2974493191793531,5,11,0,0.007636005568694949,0.4398852341470798
8544,0.0004333381482016,7.159754177112471e-07,0.2969980626267814,8,9,0,0.0067584066290005095,0.43610207643655535
4296,0.0005296355144686,1.363248149847603e-06,0.2967611086913843,26,11,0,0.006736232842377287,0.3688924007557875
